Planeta,Massa do Planeta,Raio do Planeta,Densidade,Semi-eixo,Velocidade de Escape,Gravidade,Periodo Orbital,Excentricidade,Temperatura da Estrela,Massa da Estrela,Raio da Estrela,Metalicidade,Insolacao,Luminosidade,Luminosidade UV,Luminosidade Raios-X,Tem Atmosfera,Zona Venus,Zona Habitavel,Zona Marte,Zona Habitavel UV,Zona Muito UV,Zona Habitavel Raios-x,Ar Escapa,C Escapa,CH4 Escapa,CO Escapa,CO2 Escapa,H2 Escapa,H2O Escapa,He Escapa,N Escapa,N2 Escapa,O Escapa,O2 Escapa,n,Omega,Acoplado por Marés,Aquecido por marés,Grupos
Kepler-1076 b,0.4375966875618476,0.8,4.696490950091573,0.060715079039334,8268.566438190359,6.699604010478043,6.14727918,0.01,4868.0,0.79,0.74,-0.01,74.80470519511367,0.2757541424006155,4.537786189864528e+29,1.0605504316727672e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.183000055600437e-05,0.0001626916861429,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1081 b,1.0375405713086585,1.01,5.533633497144741,0.04612684140962,11331.308355113328,9.965920593586029,3.856918547,0.01,5345.0,0.88,0.84,0.01,242.7159429559321,0.5164231920646725,3.267801182448091e+30,1.98616359668073e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.885503031199196e-05,0.0001556599826086,True,False,Mércurios Análogos
Kepler-1095 b,2.0258742420954694,1.21,6.283849812216286,0.0504696972735513,14466.109796708091,13.558037287615116,4.27103091,0.01,5658.0,0.94,0.92,-0.09,305.3671776326956,0.77782832589972,1.0870295713543472e+31,2.991527741410323e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1.7026876565096613e-05,0.0001574898731015,True,False,Mércurios Análogos
Kepler-1096 b,2.218228298218379,1.24,6.393086943992795,0.0345914479909577,14953.073875965008,14.135720614799531,2.892217506,0.01,4306.0,0.66,0.63,-0.1,102.25770572608928,0.1223583264552311,3.401288089587267e+28,4.705901235468189e+29,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2.51441380028032e-05,0.0001493649002655,True,False,Mércurios Análogos
Kepler-1104 b,2.15269198691123,1.23,6.356762486455347,0.0627689083943978,14790.28668864368,13.942053768865232,5.03728015,0.01,6417.0,1.3,1.41,0.13,767.2441010186463,3.02289254776272,1.5518604671129138e+32,1.1626044738695425e+31,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,1.4436821845708695e-05,0.0001600823883729,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1117 b,1.4718477367888936,1.11,5.913755608364332,0.0546740720813103,12873.84137513945,11.705015921757909,4.79028459,0.01,5612.0,0.95,0.93,0.03,257.3534721381452,0.7692949366524159,9.148818860050752e+30,2.9587083263651913e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,1.5181209956659986e-05,0.0001593372930933,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1141 b,0.4795037918548109,0.82,4.778811648225544,0.0346556699936923,8549.235837548302,6.987461420579434,2.344511944,0.01,5791.0,1.01,1.07,0.04,961.3677378569754,1.1546175185184064,1.77564151906081e+31,4.440658976221791e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,3.101810434524351e-05,0.000143485353655,True,False,Mércurios Análogos
Kepler-1146 b,2.15269198691123,1.23,6.356762486455347,0.0313113242554428,14790.28668864368,13.942053768865232,2.352265797,0.01,4692.0,0.74,0.7,-0.06,217.2108673914306,0.2129533229639046,2.084879853590725e+29,8.190184801191772e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,3.091585831827312e-05,0.0001435876968157,True,False,Mércurios Análogos
Kepler-115 b,1.3759943766207683,1.09,5.838571326520203,0.036,12561.262210990462,11.347984792374897,2.403679,0.01,5979.0,1.0,1.205,-0.081,1283.9249353079158,1.6639667161590588,3.486543180212463e+31,6.399615990347739e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.9151630548425823e-05,0.0001453536006019,True,False,Mércurios Análogos
Kepler-1152 b,0.5970314812495419,0.87,4.982059373899661,0.0223621871666656,9261.411701710344,7.72883095734896,1.646801908,0.01,3964.0,0.55,0.53,-0.25,124.3695588132074,0.0621931637651118,5.923557378122357e+27,2.391949078406201e+29,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,4.415972301325487e-05,0.0001303312504493,True,False,Mércurios Análogos
Kepler-1157 b,1.3759943766207683,1.09,5.838571326520203,0.0483756834943181,12561.262210990462,11.347984792374897,4.45743164,0.01,4679.0,0.76,0.71,0.05,92.58294203093584,0.2166632262036247,1.9662209286265187e+29,8.332867679791409e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1.6314847200168353e-05,0.0001582025788944,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1163 b,1.1156944602531516,1.03,5.610518871017086,0.069955058553514,11635.692268644092,10.304475932783337,6.11786898,0.01,6302.0,1.22,1.35,0.02,526.7435313010312,2.577730200985336,1.0592141734160712e+32,9.9139503529896e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.1886870469679562e-05,0.0001626347622028,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1164 b,1.521559615291466,1.12,5.951197040540426,0.046530369751185,13030.877915505504,11.885241465831252,3.97599768,0.01,5183.0,0.85,0.79,-0.03,186.5358618781534,0.4038641888293739,1.7059061335199382e+30,1.553261670237772e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,1.8290331626120475e-05,0.0001562252177582,True,False,Mércurios Análogos
Kepler-1169 b,0.7951948007774806,0.94,5.260892116448278,0.0702756132777957,10282.791739452916,8.818057098055373,6.11009134,0.01,6191.0,1.24,1.23,0.26,403.5529049076202,1.9930113244510528,7.277599984077995e+31,7.66512155383875e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.190200147105009e-05,0.0001626196168269,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1178 b,1.2847801149569955,1.07,5.7629771560012415,0.182391737520085,12250.694649660676,10.99553417815553,31.80634,0.01,4990.0,0.8,0.75,-0.05,9.400927763627823,0.3127382752834752,7.653913038062188e+29,1.2027914067402456e+30,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2.286409442667533e-06,0.0001722443436677,True,False,Vênus Análogos
Kepler-1197 b,2.285209254146069,1.25,6.429324707277705,0.0289063095905769,15116.323634459368,14.330489658156182,2.03231845,0.01,4708.0,0.78,0.72,0.06,273.3265613071929,0.2283847687993755,2.240298623824894e+29,8.783678208023981e+29,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,3.5782933578584025e-05,0.0001387159978339,True,False,Mércurios Análogos
Kepler-1199 b,1.6780574147031286,1.15,6.062932315575406,0.1168417711709341,13504.940924104703,12.432721845306126,15.0447198,0.01,5889.0,0.94,1.17,-0.27,108.1428983199595,1.4763667927502415,2.53091539321767e+31,5.67810668491743e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,4.833743471374401e-06,0.0001696945896717,True,False,Mércurios Análogos
Kepler-1200 b,1.2408675484461338,1.06,5.725023266664258,0.0190756860319477,12096.172782436286,10.82103441689712,1.118549717,0.01,4612.0,0.74,0.7,0.04,546.3227307703185,0.1987968973366785,1.4499131439792809e+29,7.645728671568657e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,6.501482679502822e-05,0.0001094563343189,True,False,Mércurios Análogos
Kepler-1203 b,1.2408675484461338,1.06,5.725023266664258,0.0118379934935118,12096.172782436286,10.82103441689712,0.588000765,0.01,4105.0,0.64,0.61,0.01,676.1023562017317,0.0947476928104473,1.2392929238014242e+28,3.643996265489807e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,0.0001236772474458,5.073818436854657e-05,True,False,Mércurios Análogos
Kepler-1213 b,1.904599038342517,1.19,6.210579156511381,0.0625404039056905,14143.812829725002,13.178461734823795,5.34982412,0.01,6050.0,1.14,1.21,0.13,449.7044688049842,1.7589300425193162,4.473768555181591e+31,6.764844943529289e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,1.359340316264637e-05,0.0001609266083037,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1215 b,2.088580527980693,1.22,6.320350419873666,0.0544970927227613,14627.964506583156,13.749491767928252,4.76703963,0.01,5616.0,0.95,0.93,0.01,259.76698410119843,0.7714905683264175,9.287532220855908e+30,2.9671527257834014e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1.5255236321601972e-05,0.0001592631964033,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1222 b,0.4176774981762065,0.79,4.655102304743949,0.0284969448934857,8129.151073884928,6.557555549760412,1.916944254,0.01,5239.0,0.84,0.8,-0.04,532.3941688208319,0.4323444569029951,2.140553935509769e+30,1.6627967812489193e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,3.793658368824063e-05,0.0001365603017566,True,False,Mércurios Análogos
Kepler-1223 b,2.088580527980693,1.22,6.320350419873666,0.1168092488157348,14627.964506583156,13.749491767928252,16.301259,0.01,4870.0,0.8,0.75,0.04,20.79410521047391,0.2837231017952427,4.577324067039465e+29,1.0911990495045032e+30,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.461147210057936e-06,0.0001700675398995,True,False,Vênus Análogos
Kepler-1235 b,0.4176774981762065,0.79,4.655102304743949,0.0494190363834781,8129.151073884928,6.557555549760412,4.16055856,0.01,5541.0,0.93,0.9,0.01,280.3531248870621,0.6846899401127998,6.991683032772342e+30,2.633317509673828e+30,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,1.7478979100771106e-05,0.0001570373410685,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1240 b,1.6780574147031286,1.15,6.062932315575406,0.0558271605957126,13504.940924104703,12.432721845306126,4.8663815,0.01,5682.0,0.98,0.96,0.04,276.3838302956578,0.8613977064911018,1.1886827618278991e+31,3.312935579164777e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,1.4943817313177594e-05,0.0001595749112598,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1248 b,1.845991328851023,1.18,6.173807153884826,0.0796773853699683,13983.37567721924,12.99034615870718,7.46725407,0.01,6149.0,1.21,1.21,0.24,295.64796356934704,1.876916880601006,6.303052044199395e+31,7.21862232279147e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,9.738829753391126e-06,0.0001647848435577,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-125 c,0.3278483754825716,0.74,4.445773181903062,0.051,7441.472120737323,5.8663055340668295,5.774464,0.01,3810.0,0.55,0.512,0.126,19.043895948875576,0.0495331733630253,2.565284199981682e+27,1.9050458475419554e+29,False,True,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True,False,1.2821598543037592e-05,0.0001616991461377,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1263 b,1.624645861691495,1.14,6.025784272204238,0.0507172761006096,13346.43050809464,12.24909739848551,4.55139967,0.01,5213.0,0.84,0.8,-0.03,164.7689446068933,0.4238256152773625,1.92704896738008e+30,1.6300333163567362e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1.5978011465482472e-05,0.000158539734623,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1276 b,1.904599038342517,1.19,6.210579156511381,0.110544586394104,14143.812829725002,13.178461734823795,12.5720095,0.01,6188.0,1.14,1.21,-0.02,157.52639345639474,1.9249891598381488,7.203481450633804e+31,7.40350830873752e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,5.784462389438208e-06,0.0001687429675707,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1278 b,1.0375405713086585,1.01,5.533633497144741,0.044366072829326,11331.308355113328,9.965920593586029,3.23941344,0.01,6074.0,1.11,1.16,0.02,834.3907496084543,1.6423717122335044,4.863932213531452e+31,6.316561605250058e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,2.244922343584579e-05,0.0001520623750013,True,False,Mércurios Análogos
Kepler-1285 b,0.8933186958045538,0.97,5.37849346518993,0.1253536208115821,10728.908595166138,9.302893231739167,14.7967458,0.01,6170.0,1.2,1.28,0.16,135.50120486960014,2.129202281707677,6.773648625016321e+31,8.188911975447724e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,4.914750655274315e-06,0.000169613505531,True,False,Mércurios Análogos
Kepler-1288 b,1.521559615291466,1.12,5.951197040540426,0.0409349329755101,13030.877915505504,11.885241465831252,2.76122421,0.01,6132.0,1.2,1.29,0.14,1259.0882339885752,2.1098147917125245,5.945074856901718e+31,8.11434768892637e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.6336983375275564e-05,0.0001481709216899,True,False,Mércurios Análogos
Kepler-1293 b,0.8933186958045538,0.97,5.37849346518993,0.0650384159347256,10728.908595166138,9.302893231739167,5.57654784,0.01,6241.0,1.18,1.28,0.0,526.93019615456,2.228912383470848,8.625183354797465e+31,8.572397026828883e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,1.3040741010915825e-05,0.0001614797954845,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1296 b,0.7051823812226093,0.91,5.142173204678166,0.0771091327895548,9841.657141283444,8.343989527917167,8.3839865,0.01,5359.0,0.87,0.83,-0.04,85.69113648078394,0.5095039325387676,3.4534164131541447e+30,1.9595521245441e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,8.673954343340974e-06,0.0001658507305994,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1297 b,0.8933186958045538,0.97,5.37849346518993,0.0275872993997743,10728.908595166138,9.302893231739167,1.68189002,0.01,5818.0,0.99,0.99,-0.04,1323.132106248797,1.0069817143138518,1.958938948508724e+31,3.872851673251073e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,4.323844915601795e-05,0.0001312533995167,True,False,Mércurios Análogos
Kepler-1308 b,0.0887483999710853,0.52,3.468326114973212,0.0226498401805315,4618.66852870111,3.215947324862551,2.104338119,0.01,3468.0,0.35,0.34,-0.13,29.22807633372954,0.0149944491855995,3.519413985783931e+26,5.766865156781603e+28,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,3.455828484121714e-05,0.0001399418099876,True,False,Mércurios Análogos
Kepler-1311 b,2.218228298218379,1.24,6.393086943992795,0.0994187037262762,14953.073875965008,14.135720614799531,11.1726994,0.01,5748.0,1.05,1.4,0.09,194.10791475688688,1.9185778961635709,1.5170292685012324e+31,7.378850588645094e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,6.508929803523515e-06,0.0001680178119125,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1311 c,2.088580527980693,1.22,6.320350419873666,0.0369912030887338,14627.964506583156,13.749491767928252,2.53573424,0.01,5748.0,1.05,1.4,0.09,1402.111411348372,1.9185778961635709,1.5170292685012324e+31,7.378850588645094e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,2.8678997571532384e-05,0.0001458266825802,True,False,Mércurios Análogos
Kepler-1328 b,0.9279060023319566,0.98,5.417453369763053,0.0535171675830515,10878.703872277032,9.4668809261455,4.52158888,0.01,5780.0,1.0,0.99,0.0,342.4931028184691,0.9809301208139868,1.7057522288933362e+31,3.7726572446505936e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.6083354335317576e-05,0.0001584342916774,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1331 b,1.1980608743769274,1.05,5.68696313656617,0.014980312509031,11942.16298438698,10.647689283915913,0.789161653,0.01,4508.0,0.72,0.69,0.05,785.6848729663076,0.1763153560315268,8.95653698767157e+28,6.781088592972523e+29,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,9.215135560120704e-05,8.229402581040475e-05,True,False,Mércurios Análogos
Kepler-1339 b,0.2812580719162168,0.71,4.318166401824788,0.0233209962386267,7036.578291343082,5.46692832164914,1.341555127,0.01,5586.0,0.94,0.93,0.01,1388.4548192296456,0.7551373474185759,8.294145895809809e+30,2.904258238171843e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,5.420747508233602e-05,0.0001202739530157,True,False,Mércurios Análogos
Kepler-1347 b,1.1156944602531516,1.03,5.610518871017086,0.106459672004351,11635.692268644092,10.304475932783337,14.00947528,0.01,5193.0,0.82,0.79,-0.11,35.90984684132393,0.4069900580705387,1.7767853848134735e+30,1.565283763339292e+30,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,5.19093789455415e-06,0.0001693370559138,True,False,Mércurios Análogos
Kepler-1351 b,0.2028086649045809,0.65,4.058035678378633,0.0163922894610076,6244.889750502736,4.703432056078205,0.916140768,0.01,4439.0,0.7,0.67,-0.03,581.6574355197009,0.156295513969671,6.466395490665166e+28,6.011125467273548e+29,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,7.937897609035805e-05,9.507853908178906e-05,True,False,Mércurios Análogos
Kepler-1358 b,1.521559615291466,1.12,5.951197040540426,0.067437894933623,13030.877915505504,11.885241465831252,7.06317341,0.01,5181.0,0.82,0.79,-0.08,88.66594935314757,0.4032411820978835,1.6920573123101182e+30,1.55086558634846e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1.0295983390219218e-05,0.0001642271606249,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1361 b,0.5720074316376229,0.86,4.941692781938723,0.0430084245218833,9117.794734831232,7.578091604385003,3.57554956,0.01,5131.0,0.83,0.79,0.0,209.7063112322528,0.3878989184369243,1.3786897586471714e+30,1.491859240308411e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,2.033878006622293e-05,0.0001541748232921,True,False,Mércurios Análogos
Kepler-1363 b,2.285209254146069,1.25,6.429324707277705,0.0366713704079738,15116.323634459368,14.330489658156182,2.94194094,0.01,4839.0,0.76,0.72,-0.09,189.53504778866,0.2548847246349267,3.9998042630084615e+29,9.80286650945928e+29,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2.4719162481399867e-05,0.0001497902795136,True,False,Mércurios Análogos
Kepler-1365 b,0.7343123662126869,0.92,5.181873238686484,0.0763174214436093,9988.142004125644,8.50080921388091,7.69993485,0.01,5770.0,1.0,1.05,0.03,188.14418566180225,1.0958173649592533,1.6444973343499704e+31,4.214513585633288e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,9.444536549101054e-06,0.0001650794163406,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1365 c,0.4375966875618476,0.8,4.696490950091573,0.0554960035053567,8268.566438190359,6.699604010478043,4.77468005,0.01,5770.0,1.0,1.05,0.03,355.80722319316334,1.0958173649592533,1.6444973343499704e+31,4.214513585633288e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1.5230824967596504e-05,0.0001592876309481,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1367 b,0.7343123662126869,0.92,5.181873238686484,0.022583062512753,9988.142004125644,8.50080921388091,1.574090272,0.01,4106.0,0.62,0.6,-0.06,179.91564700510713,0.0917560286605091,1.245684667956284e+28,3.52893686228318e+29,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,4.619958423486496e-05,0.0001282894513595,True,False,Mércurios Análogos
Kepler-1371 b,0.3117370137518127,0.73,4.403410922579466,0.042628418597539,7305.853447948783,5.731888485159417,3.4462039,0.01,5361.0,0.87,0.83,-0.07,280.80012552960505,0.5102649539634133,3.480738913954521e+30,1.962479012943288e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.110215130282136e-05,0.0001534107268528,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1371 c,0.1914908609651012,0.64,4.0140017244614565,0.0297126249550108,6115.362978580947,4.58081956712697,2.00541269,0.01,5361.0,0.87,0.83,-0.07,577.9811820176355,0.5102649539634133,3.480738913954521e+30,1.962479012943288e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,3.626301782242137e-05,0.00013823545751,True,False,Mércurios Análogos
Kepler-1376 b,1.1980608743769274,1.05,5.68696313656617,0.0591614976397252,11942.16298438698,10.647689283915913,5.30880656,0.01,5659.0,0.98,0.97,0.07,247.2180935447465,0.8652837978002865,1.0910944229470409e+31,3.327881486339902e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.3698430201302726e-05,0.0001608214814894,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-138 b,0.07,0.64,1.467329141955814,0.0753,3697.406785312937,1.6745309310470282,10.3134,0.02,3841.0,0.535,0.535,-0.18,9.876431310226137,0.0560002544078001,3.0441340109525057e+27,2.1537697845239927e+29,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,7.048557019589535e-06,0.0001674575836631,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-138 e,0.43,0.7962262347734678,4.680889957287369,0.1803,8215.881887311547,6.645850561719778,38.23,0.112,3841.0,0.535,0.535,-0.18,1.7226559421916243,0.0560002544078001,3.0441340109525057e+27,2.1537697845239927e+29,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.9023898944045808e-06,0.000172403831306,True,False,Vênus Análogos
Kepler-1385 b,0.5477578544646858,0.85,4.901186871260832,0.0415919869229862,8974.764158656735,7.428580676663762,2.88879862,0.01,5732.0,1.15,1.29,0.41,931.1960802793608,1.6108699312204018,1.4302980878561962e+31,6.195405755473666e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.5173896032134945e-05,0.000149335113966,True,False,Mércurios Análogos
Kepler-1386 b,2.218228298218379,1.24,6.393086943992795,0.0702955345563977,14953.073875965008,14.135720614799531,6.73972381,0.01,5733.0,1.02,1.03,0.11,207.97113803198857,1.0276815128191727,1.4355773919837823e+31,3.952463098302538e+30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1.079010329804545e-05,0.0001637325713032,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1387 b,0.7643111228628443,0.93,5.221445617080954,0.0317297615280581,10135.188176687829,8.65883302092971,2.279526656,0.01,5046.0,0.82,0.77,0.02,342.36798466689976,0.3446884749676786,9.688261206283336e+29,1.325671874725692e+30,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,3.1902375839404704e-05,0.0001426002421029,True,False,Mércurios Análogos
Kepler-1390 b,1.845991328851023,1.18,6.173807153884826,0.0675721701249713,13983.37567721924,12.99034615870718,6.48021673,0.01,5753.0,0.98,0.98,-0.01,206.60947842530268,0.943378501509878,1.5451447813400825e+31,3.628233716806991e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1.1222204309125726e-05,0.0001633000597962,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1393 b,0.4375966875618476,0.8,4.696490950091573,0.0349052609605452,8268.566438190359,6.699604010478043,2.44357812,0.01,5697.0,0.95,0.92,-0.09,656.1982706245456,0.7994970396436353,1.256747861575255e+31,3.074865614469421e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.9760585725707743e-05,0.0001447440669172,True,False,Mércurios Análogos
Kepler-1395 b,0.4375966875618476,0.8,4.696490950091573,0.0500859122757241,8268.566438190359,6.699604010478043,3.78470649,0.01,6138.0,1.17,1.23,0.12,767.6140402269103,1.9256355131717933,6.069148893531225e+31,7.405994183658718e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1.921478357971799e-05,0.0001552998875753,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1398 b,0.6769051413468358,0.9,5.102343693563243,0.0403834301733009,9695.737578534125,8.188377868696422,2.78815679,0.01,6126.0,1.13,1.18,0.01,1078.2560449287707,1.758443067859239,5.8234195616297255e+31,6.762972038986635e+30,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,2.608257770077413e-05,0.0001484255690498,True,False,Mércurios Análogos
Kepler-1398 c,1.1156944602531516,1.03,5.610518871017086,0.0525458244399828,11635.692268644092,10.304475932783337,4.13827595,0.01,6126.0,1.13,1.18,0.01,636.8716120035625,1.758443067859239,5.8234195616297255e+31,6.762972038986635e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1.7573094929885177e-05,0.0001569431358293,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1399 b,2.285209254146069,1.25,6.429324707277705,0.0269286725947102,15116.323634459368,14.330489658156182,1.638653058,0.01,5735.0,0.97,0.96,-0.03,1232.8282861028124,0.8939896327925562,1.446191743137759e+31,3.438284127720171e+30,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,4.4379324686434575e-05,0.0001301114401545,True,False,Mércurios Análogos
Kepler-1402 b,0.3618835652470998,0.76,4.529992764565465,0.0303340064478053,7714.643022488583,6.138987621750061,2.03387914,0.01,5416.0,0.9,0.87,0.03,634.672828729391,0.5839954391747306,4.318105093188346e+30,2.2460464590660145e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,3.575547567589529e-05,0.0001387434818216,True,False,Mércurios Análogos
Kepler-1406 b,1.4233320912898264,1.1,5.876214097358392,0.1021077537572008,12717.301832354948,11.525929344533957,11.62905828,0.01,5892.0,1.05,1.12,0.04,130.02470609303643,1.355636724616728,2.5582856227787936e+31,5.213778842875936e+30,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,6.253500013742623e-06,0.0001682734843606,True,True,Mércurios Análogos Aquecidos Por Marés
Kepler-1408 b,0.6494647434973744,0.89,5.062382837295369,0.0433619231454119,9550.387379187356,8.033978197915404,2.99793191,0.01,6170.0,1.21,1.35,0.0,1259.6429196523952,2.3684516347730966,6.773648625016321e+31,9.10906498733733e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.425749426623552e-05,0.0001502523863136,True,False,Mércurios Análogos
Kepler-141 b,0.2530141327666164,0.69,4.23220731196724,0.039,6769.959112554721,5.207169095342181,3.107675,0.01,4910.0,1.0,0.787,0.538,212.22793415561225,0.3227986878506861,5.440528800154013e+29,1.2414837534737392e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.5853477041334824e-05,0.0001486548873549,True,False,Mércurios Análogos
Kepler-1412 b,0.5015211249903839,0.83,4.8197485214949065,0.0470011049087673,8690.480115205339,7.133261220934227,3.6146051,0.01,5880.0,1.06,1.27,0.04,782.6308060272509,1.7289127366197312,2.45046851445676e+31,6.649398385039487e+30,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,2.0119021056454786e-05,0.0001543947910729,True,True,Mércurios Análogos Aquecidos Por Marés
