Planeta,Massa do Planeta,Raio do Planeta,Densidade,Semi-eixo,Velocidade de Escape,Gravidade,Periodo Orbital,Excentricidade,Temperatura da Estrela,Massa da Estrela,Raio da Estrela,Metalicidade,Insolacao,Luminosidade,Luminosidade UV,Luminosidade Raios-X,Tem Atmosfera,Zona Venus,Zona Habitavel,Zona Marte,Zona Habitavel UV,Zona Muito UV,Zona Habitavel Raios-x,Ar Escapa,C Escapa,CH4 Escapa,CO Escapa,CO2 Escapa,H2 Escapa,H2O Escapa,He Escapa,N Escapa,N2 Escapa,O Escapa,O2 Escapa,n,Omega,Acoplado por Marés,Aquecido por marés,Grupos
TOI-6086 b,1.6811620000000005,1.18,5.622545360979294,0.01541,13344.489972450105,11.83043278023271,1.3888725,0.01,3200.0,0.254,0.259,0.11,26.698368470294632,0.0063400108337407,6.438245635618858e+25,2.4383681666567014e+28,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,5.246055984696943e-05,0.0001220225278206,True,False,Mércurios Análogos
TOI-6255 b,1.44,1.079,6.298941615725946,0.0054,12915.425677056228,12.11922042986292,0.23818244,0.0,3421.0,0.353,0.37,-0.14,576.6131635385071,0.0168140398487828,2.638231654042293e+26,6.466679725841893e+28,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,0.0002981364514523,0.0001236035262528,True,False,Mércurios Análogos
TOI-6324 b,1.17,1.059,5.413366191863089,0.00432,11751.22526868852,10.222309442953804,0.279221,0.0,3247.0,0.269,0.293,-0.32,458.51466339404914,0.0085569840541251,8.760036904554328e+25,3.291016067216515e+28,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,0.0003637215732604,0.000189188648061,True,False,Mércurios Análogos
TOI-700 e,0.8366933141919785,0.953,5.311987221630206,0.134,10475.503345275962,9.026836563205608,27.80978,0.059,3459.0,0.415,0.421,-0.07,1.2753529858451973,0.0229002382138363,3.331469715851518e+26,8.807431617041468e+28,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2.6150733245985084e-06,0.0001718313727075,True,False,Vênus Análogos
TRAPPIST-1 b,1.374,1.116,5.432047686037071,0.01154,12405.07715960531,10.809694630450087,1.510826,0.01,2566.0,0.0898,0.1192,0.04,4.152583580045436,0.0005530061994883,6.074359496980193e+23,2.1268618432323045e+27,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,4.813435274684961e-05,0.0001263528448174,True,False,Vênus Análogos
TRAPPIST-1 c,1.308,1.097,5.444491024054101,0.0158,12207.838044539463,10.649999093275571,2.421937,0.01,2566.0,0.0898,0.1192,0.04,2.2152147071317843,0.0005530061994883,6.074359496980193e+23,2.1268618432323045e+27,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.004538268400828e-05,0.0001444589994018,True,False,Vênus Análogos
TRAPPIST-1 d,0.388,0.788,4.357350525596131,0.02227,7844.963998925235,6.122578647774603,4.049219,0.01,2566.0,0.0898,0.1192,0.04,1.1150377374310718,0.0005530061994883,6.074359496980193e+23,2.1268618432323045e+27,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.7954626088211584e-05,0.0001565612422164,True,True,Trappist-1
TRAPPIST-1 e,0.692,0.92,4.883284615872091,0.02925,9696.105548369856,8.010977680173996,6.101013,0.01,2566.0,0.0898,0.1192,0.04,0.6463656360445655,0.0005530061994883,6.074359496980193e+23,2.1268618432323045e+27,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1.192806761648728e-05,0.0001625935259187,True,True,Trappist-1
TRAPPIST-1 f,1.039,1.045,5.00306449099325,0.03849,11147.765626634062,9.322621424310409,9.20754,0.01,2566.0,0.0898,0.1192,0.04,0.3732795327378199,0.0005530061994883,6.074359496980193e+23,2.1268618432323045e+27,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,7.902045948809322e-06,0.0001666233723069,True,True,Trappist-1
TRAPPIST-1 g,1.321,1.129,5.044178151957751,0.04683,12093.239076472546,10.154768232449264,12.352446,0.01,2566.0,0.0898,0.1192,0.04,0.2521631868256009,0.0005530061994883,6.074359496980193e+23,2.1268618432323045e+27,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5.88812780566862e-06,0.0001686392036723,True,True,Trappist-1
TRAPPIST-1 h,0.326,0.755,4.162422591947428,0.06189,7346.382302443079,5.603750347048368,18.772866,0.01,2566.0,0.0898,0.1192,0.04,0.1443740151220239,0.0005530061994883,6.074359496980193e+23,2.1268618432323045e+27,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.87548014795709e-06,0.0001706537633453,True,False,Vênus Análogos
VENUS,0.815,0.949,5.239965123006155,0.723,10360.575956679364,8.867072631432361,224.701,0.0068,5772.0,1.0,1.0,0.0,1.9130371569206988,1.0,1.6565781528799725e+31,3.846e+30,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3.238983911106058e-07,0.0001742088845262,False,False,Vênus Análogos
Wolf 327 b,2.53,1.24,7.291634491045263,0.01,15969.363952782383,16.122494327642915,0.5734745,0.0,3542.0,0.405,0.406,-0.17,234.49846272213227,0.0234498462722132,5.497047892837238e+26,9.018810876293208e+28,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0001267206202357,4.781230496365068e-05,True,False,Mércurios Análogos
